,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team,xg,xga
0,2021-08-16,19:15,Süper Lig,Matchweek 1,Mon,Home,L,1,5,Trabzonspor,41.0,,Adem Büyük,3-5-2,Atilla Karaoğlan,Match Report,,16.0,3.0,,0,0,2022,Yeni Malatyaspor,,
1,2021-08-22,21:45,Süper Lig,Matchweek 2,Sun,Away,W,1,0,Göztepe,33.0,,Adem Büyük,3-5-2,Bahattin Şimşek,Match Report,,11.0,2.0,,0,0,2022,Yeni Malatyaspor,,
2,2021-08-28,19:15,Süper Lig,Matchweek 3,Sat,Home,W,2,0,Gaziantep FK,46.0,,Adem Büyük,3-5-2,Sarper Barış Saka,Match Report,,9.0,3.0,,0,0,2022,Yeni Malatyaspor,,
3,2021-09-11,20:00,Süper Lig,Matchweek 4,Sat,Away,L,0,3,Beşiktaş,32.0,,Adem Büyük,3-5-2,Arda Kardeşler,Match Report,,7.0,2.0,,0,0,2022,Yeni Malatyaspor,,
4,2021-09-17,20:00,Süper Lig,Matchweek 5,Fri,Home,L,3,4,Fatih Karagümrük,32.0,,Adem Büyük,3-5-2,Hüseyin Göçek,Match Report,,8.0,4.0,,0,0,2022,Yeni Malatyaspor,,
5,2021-09-21,20:00,Süper Lig,Matchweek 6,Tue,Home,L,0,1,Sivasspor,54.0,,Adem Büyük,4-2-3-1,Erkan Özdamar,Match Report,,9.0,3.0,,0,0,2022,Yeni Malatyaspor,,
6,2021-09-25,16:00,Süper Lig,Matchweek 7,Sat,Away,L,0,1,Antalyaspor,48.0,,Adem Büyük,4-2-3-1,Mert Güzenge,Match Report,,9.0,2.0,,0,0,2022,Yeni Malatyaspor,,
7,2021-10-03,13:30,Süper Lig,Matchweek 8,Sun,Home,L,0,2,Hatayspor,54.0,,Sadık Çiftpınar,4-2-3-1,Halil Umut Meler,Match Report,,15.0,2.0,,0,0,2022,Yeni Malatyaspor,,
8,2021-10-16,19:00,Süper Lig,Matchweek 9,Sat,Away,W,2,0,Adana Demirspor,34.0,,Adem Büyük,3-4-1-2,Fırat Aydınus,Match Report,,9.0,6.0,,0,0,2022,Yeni Malatyaspor,,
9,2021-10-22,20:00,Süper Lig,Matchweek 10,Fri,Home,W,2,1,Altay,54.0,,Adem Büyük,3-4-1-2,Yasin Kol,Match Report,,13.0,5.0,,1,1,2022,Yeni Malatyaspor,,
10,2021-10-30,13:30,Süper Lig,Matchweek 11,Sat,Away,L,0,2,Kasımpaşa,45.0,,Adem Büyük,3-1-4-2,Alper Ulusoy,Match Report,,5.0,4.0,,0,0,2022,Yeni Malatyaspor,,
11,2021-11-06,16:00,Süper Lig,Matchweek 12,Sat,Home,L,1,3,Başakşehir,34.0,,Adem Büyük,3-1-4-2,Zorbay Küçük,Match Report,,5.0,1.0,,0,0,2022,Yeni Malatyaspor,,
12,2021-11-20,16:00,Süper Lig,Matchweek 13,Sat,Away,L,0,1,Giresunspor,46.0,,Adem Büyük,3-1-4-2,Cüneyt Çakιr,Match Report,,10.0,3.0,,0,0,2022,Yeni Malatyaspor,,
13,2021-11-28,19:00,Süper Lig,Matchweek 14,Sun,Home,D,0,0,Galatasaray,36.0,,Adem Büyük,5-4-1,Atilla Karaoğlan,Match Report,,7.0,2.0,,0,0,2022,Yeni Malatyaspor,,
14,2021-12-06,20:00,Süper Lig,Matchweek 15,Mon,Away,D,0,0,Konyaspor,45.0,,Adem Büyük,5-4-1,Alper Ulusoy,Match Report,,8.0,4.0,,0,0,2022,Yeni Malatyaspor,,
15,2021-12-12,16:00,Süper Lig,Matchweek 16,Sun,Home,L,2,6,Alanyaspor,43.0,,Adem Büyük,5-3-2,Yasin Kol,Match Report,,20.0,7.0,,0,0,2022,Yeni Malatyaspor,,
16,2021-12-19,13:30,Süper Lig,Matchweek 17,Sun,Away,L,0,1,Rizespor,38.0,,Adem Büyük,5-4-1,Halil Umut Meler,Match Report,,8.0,2.0,,0,0,2022,Yeni Malatyaspor,,
17,2021-12-23,17:00,Süper Lig,Matchweek 18,Thu,Home,D,2,2,Kayserispor,44.0,,Adem Büyük,4-2-3-1,Hüseyin Göçek,Match Report,,13.0,5.0,,0,0,2022,Yeni Malatyaspor,,
18,2021-12-26,19:00,Süper Lig,Matchweek 19,Sun,Away,L,0,2,Fenerbahçe,34.0,,Adem Büyük,4-2-3-1,Yaşar Kemal Uğurlu,Match Report,,8.0,1.0,,0,0,2022,Yeni Malatyaspor,,
19,2022-01-07,20:00,Süper Lig,Matchweek 20,Fri,Away,L,0,1,Trabzonspor,30.0,,Sadık Çiftpınar,5-4-1,Fırat Aydınus,Match Report,,3.0,0.0,,0,0,2022,Yeni Malatyaspor,,
20,2022-01-14,20:00,Süper Lig,Matchweek 21,Fri,Home,L,1,2,Göztepe,62.0,,Sadık Çiftpınar,4-4-2,Cüneyt Çakιr,Match Report,,14.0,2.0,,0,0,2022,Yeni Malatyaspor,,
21,2022-01-22,13:30,Süper Lig,Matchweek 23,Sat,Home,D,1,1,Beşiktaş,37.0,,Sadık Çiftpınar,5-4-1,Zorbay Küçük,Match Report,,11.0,4.0,,1,1,2022,Yeni Malatyaspor,,
22,2022-02-05,16:00,Süper Lig,Matchweek 24,Sat,Away,L,0,1,Fatih Karagümrük,54.0,,Sadık Çiftpınar,4-5-1,Ali Palabıyık,Match Report,,13.0,4.0,,0,0,2022,Yeni Malatyaspor,,
23,2022-02-13,13:30,Süper Lig,Matchweek 25,Sun,Away,L,1,2,Sivasspor,51.0,,Sadık Çiftpınar,4-2-3-1,Arda Kardeşler,Match Report,,14.0,5.0,,0,0,2022,Yeni Malatyaspor,,
24,2022-02-19,13:30,Süper Lig,Matchweek 26,Sat,Home,L,1,2,Antalyaspor,42.0,,Sadık Çiftpınar,4-2-3-1,Atilla Karaoğlan,Match Report,,15.0,3.0,,0,0,2022,Yeni Malatyaspor,,
25,2022-02-23,20:00,Süper Lig,Matchweek 22,Wed,Away,D,0,0,Gaziantep FK,57.0,,,,Umit Öztürk,Match Report,,6.0,1.0,,0,0,2022,Yeni Malatyaspor,,
26,2022-02-27,16:00,Süper Lig,Matchweek 27,Sun,Away,L,2,5,Hatayspor,49.0,,Ertaç Özbir,4-3-3,Çağdaş Altay,Match Report,,14.0,7.0,,1,1,2022,Yeni Malatyaspor,,
27,2022-03-04,20:00,Süper Lig,Matchweek 28,Fri,Home,W,1,0,Adana Demirspor,43.0,,Ertaç Özbir,4-1-4-1,Yasin Kol,Match Report,,15.0,5.0,,0,0,2022,Yeni Malatyaspor,,
28,2022-03-12,16:00,Süper Lig,Matchweek 29,Sat,Away,L,0,1,Altay,47.0,,Ertaç Özbir,4-2-3-1,Erkan Özdamar,Match Report,,6.0,1.0,,0,0,2022,Yeni Malatyaspor,,
29,2022-03-19,13:30,Süper Lig,Matchweek 30,Sat,Home,L,0,2,Kasımpaşa,37.0,,Sadık Çiftpınar,4-1-4-1,Ali Şansalan,Match Report,,8.0,2.0,,0,0,2022,Yeni Malatyaspor,,
30,2022-04-04,20:30,Süper Lig,Matchweek 31,Mon,Away,L,0,1,Başakşehir,43.0,,Ertaç Özbir,4-1-4-1,Sarper Barış Saka,Match Report,,7.0,2.0,,0,0,2022,Yeni Malatyaspor,,
31,2022-04-10,13:30,Süper Lig,Matchweek 32,Sun,Home,L,0,1,Giresunspor,47.0,,Ertaç Özbir,4-1-4-1,Yasin Kol,Match Report,,10.0,4.0,,0,0,2022,Yeni Malatyaspor,,
32,2022-04-18,20:30,Süper Lig,Matchweek 33,Mon,Away,L,0,2,Galatasaray,34.0,,Rahman Çağıran,4-2-3-1,Mustafa Kürşad Filiz,Match Report,,15.0,8.0,,0,0,2022,Yeni Malatyaspor,,
33,2022-04-24,16:00,Süper Lig,Matchweek 34,Sun,Home,L,2,3,Konyaspor,36.0,,Rahman Çağıran,4-2-3-1,Sarper Barış Saka,Match Report,,11.0,5.0,,1,1,2022,Yeni Malatyaspor,,
34,2022-05-01,16:00,Süper Lig,Matchweek 35,Sun,Away,L,1,2,Alanyaspor,21.0,,Rahman Çağıran,4-3-3,Turgut Doman,Match Report,,4.0,3.0,,0,0,2022,Yeni Malatyaspor,,
35,2022-05-08,16:00,Süper Lig,Matchweek 36,Sun,Home,L,1,3,Rizespor,37.0,,Rahman Çağıran,4-3-3,Sarper Barış Saka,Match Report,,13.0,2.0,,0,0,2022,Yeni Malatyaspor,,
36,2022-05-14,19:00,Süper Lig,Matchweek 37,Sat,Away,L,0,3,Kayserispor,41.0,,Rahman Çağıran,4-2-3-1,Cihan Aydın,Match Report,,12.0,3.0,,0,0,2022,Yeni Malatyaspor,,
37,2022-05-21,19:00,Süper Lig,Matchweek 38,Sat,Home,L,0,5,Fenerbahçe,31.0,,Rahman Çağıran,4-2-3-1,Volkan Bayarslan,Match Report,,7.0,4.0,,0,0,2022,Yeni Malatyaspor,,
1,2020-09-13,20:00,Süper Lig,Matchweek 1,Sun,Away,W,3,1,Trabzonspor,51.0,,Atiba Hutchinson,4-1-4-1,Ali Şansalan,Match Report,,13.0,5.0,,1,1,2021,Besiktas,,
2,2020-09-19,19:00,Süper Lig,Matchweek 2,Sat,Home,D,1,1,Antalyaspor,60.0,,Atiba Hutchinson,4-1-4-1,Halil Meler,Match Report,,12.0,3.0,,0,0,2021,Besiktas,,
4,2020-09-27,16:00,Süper Lig,Matchweek 3,Sun,Away,L,1,4,Konyaspor,68.0,,Necip Uysal,4-2-3-1,Abdulkadir Bitigen,Match Report,,9.0,2.0,,0,0,2021,Besiktas,,
5,2020-10-04,16:00,Süper Lig,Matchweek 4,Sun,Home,L,0,1,Gençlerbirliği,64.0,,Atiba Hutchinson,4-1-4-1,Mete Kalkavan,Match Report,,13.0,4.0,,0,0,2021,Besiktas,,
6,2020-10-26,20:00,Süper Lig,Matchweek 6,Mon,Away,W,3,2,Denizlispor,51.0,,Atiba Hutchinson,4-2-3-1,Alper Ulusoy,Match Report,,18.0,5.0,,1,1,2021,Besiktas,,
7,2020-11-01,19:00,Süper Lig,Matchweek 7,Sun,Home,W,1,0,Yeni Mal'spor,69.0,,Atiba Hutchinson,4-1-4-1,Atilla Karaoğlan,Match Report,,16.0,6.0,,0,0,2021,Besiktas,,
8,2020-11-06,20:00,Süper Lig,Matchweek 8,Fri,Away,L,1,3,Gaziantep FK,69.0,,Atiba Hutchinson,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,9.0,3.0,,0,0,2021,Besiktas,,
9,2020-11-21,19:00,Süper Lig,Matchweek 9,Sat,Home,W,3,2,Başakşehir,44.0,,Atiba Hutchinson,4-2-3-1,Umit Öztürk,Match Report,,20.0,8.0,,1,1,2021,Besiktas,,
10,2020-11-29,19:00,Süper Lig,Matchweek 10,Sun,Away,W,4,3,Fenerbahçe,40.0,,Atiba Hutchinson,4-2-3-1,Tugay Kaan Numanoğlu,Match Report,,7.0,4.0,,0,0,2021,Besiktas,,
11,2020-12-04,19:30,Süper Lig,Matchweek 11,Fri,Home,W,3,0,Kasımpaşa,68.0,,Atiba Hutchinson,4-2-3-1,Bahattin Şimşek,Match Report,,17.0,5.0,,0,0,2021,Besiktas,,
12,2020-12-13,19:00,Süper Lig,Matchweek 12,Sun,Away,L,1,2,Alanyaspor,57.0,,Atiba Hutchinson,4-1-4-1,Atilla Karaoğlan,Match Report,,10.0,3.0,,1,1,2021,Besiktas,,
13,2020-12-20,19:00,Süper Lig,Matchweek 13,Sun,Home,W,4,0,Erzurum BB,61.0,,Atiba Hutchinson,4-1-4-1,Halil Umut Meler,Match Report,,14.0,7.0,,1,1,2021,Besiktas,,
14,2020-12-24,19:00,Süper Lig,Matchweek 14,Thu,Away,W,1,0,Ankaragücü,62.0,,Atiba Hutchinson,4-2-3-1,Halis Özkahya,Match Report,,7.0,3.0,,0,0,2021,Besiktas,,
15,2020-12-28,19:00,Süper Lig,Matchweek 15,Mon,Home,W,3,0,Sivasspor,68.0,,Atiba Hutchinson,4-1-4-1,Arda Kardeşler,Match Report,,13.0,5.0,,0,0,2021,Besiktas,,
16,2021-01-03,19:00,Süper Lig,Matchweek 16,Sun,Away,W,2,0,Kayserispor,72.0,,Atiba Hutchinson,4-1-4-1,Fırat Aydınus,Match Report,,14.0,4.0,,1,2,2021,Besiktas,,
17,2021-01-06,19:00,Süper Lig,Matchweek 17,Wed,Home,W,6,0,Rizespor,41.0,,Necip Uysal,4-2-3-1,Umit Öztürk,Match Report,,17.0,10.0,,0,0,2021,Besiktas,,
18,2021-01-10,19:00,Süper Lig,Matchweek 18,Sun,Away,D,2,2,Hatayspor,66.0,,Atiba Hutchinson,4-2-3-1,Ali Palabıyık,Match Report,,18.0,7.0,,0,0,2021,Besiktas,,
19,2021-01-17,19:00,Süper Lig,Matchweek 19,Sun,Home,W,2,0,Galatasaray,59.0,,Atiba Hutchinson,4-2-3-1,Cüneyt Çakιr,Match Report,,14.0,3.0,,0,0,2021,Besiktas,,
20,2021-01-21,16:00,Süper Lig,Matchweek 20,Thu,Away,W,4,1,Fatih Karagümrük,72.0,,Atiba Hutchinson,4-1-4-1,Mete Kalkavan,Match Report,,20.0,8.0,,0,0,2021,Besiktas,,
21,2021-01-24,19:00,Süper Lig,Matchweek 21,Sun,Home,W,2,1,Göztepe,70.0,,Atiba Hutchinson,4-2-3-1,Ali Şansalan,Match Report,,10.0,5.0,,0,0,2021,Besiktas,,
22,2021-01-31,19:00,Süper Lig,Matchweek 22,Sun,Home,L,1,2,Trabzonspor,64.0,,Atiba Hutchinson,4-1-4-1,Halil Umut Meler,Match Report,,22.0,8.0,,0,0,2021,Besiktas,,
23,2021-02-03,19:00,Süper Lig,Matchweek 23,Wed,Away,D,1,1,Antalyaspor,68.0,,Atiba Hutchinson,4-2-3-1,Alper Ulusoy,Match Report,,17.0,8.0,,0,0,2021,Besiktas,,
24,2021-02-07,19:00,Süper Lig,Matchweek 24,Sun,Home,W,1,0,Konyaspor,58.0,,Josef de Souza,4-2-3-1,Halis Özkahya,Match Report,,12.0,3.0,,0,0,2021,Besiktas,,
25,2021-02-15,16:00,Süper Lig,Matchweek 25,Mon,Away,W,3,0,Gençlerbirliği,57.0,,Atiba Hutchinson,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,20.0,9.0,,0,0,2021,Besiktas,,
26,2021-02-26,19:00,Süper Lig,Matchweek 27,Fri,Home,W,3,0,Denizlispor,61.0,,Atiba Hutchinson,4-1-4-1,Cüneyt Çakιr,Match Report,,14.0,7.0,,0,0,2021,Besiktas,,
27,2021-03-02,19:00,Süper Lig,Matchweek 28,Tue,Away,W,1,0,Yeni Mal'spor,65.0,,Atiba Hutchinson,4-1-4-1,Halis Özkahya,Match Report,,13.0,3.0,,0,0,2021,Besiktas,,
28,2021-03-06,19:00,Süper Lig,Matchweek 29,Sat,Home,W,2,1,Gaziantep FK,61.0,,Atiba Hutchinson,4-1-4-1,Mete Kalkavan,Match Report,,10.0,3.0,,0,0,2021,Besiktas,,
29,2021-03-12,19:00,Süper Lig,Matchweek 30,Fri,Away,W,3,2,Başakşehir,68.0,,Atiba Hutchinson,4-1-4-1,Cüneyt Çakιr,Match Report,,14.0,5.0,,0,0,2021,Besiktas,,
30,2021-03-21,19:00,Süper Lig,Matchweek 31,Sun,Home,D,1,1,Fenerbahçe,57.0,,Atiba Hutchinson,4-1-4-1,Halil Umut Meler,Match Report,,14.0,7.0,,0,0,2021,Besiktas,,
31,2021-04-04,19:00,Süper Lig,Matchweek 32,Sun,Away,L,0,1,Kasımpaşa,65.0,,Atiba Hutchinson,4-1-4-1,Halil Umut Meler,Match Report,,16.0,2.0,,0,0,2021,Besiktas,,
32,2021-04-07,19:00,Süper Lig,Matchweek 33,Wed,Home,W,3,0,Alanyaspor,48.0,,Atiba Hutchinson,4-1-4-1,Umit Öztürk,Match Report,,17.0,7.0,,0,0,2021,Besiktas,,
33,2021-04-11,19:00,Süper Lig,Matchweek 34,Sun,Away,W,4,2,Erzurum BB,54.0,,Atiba Hutchinson,4-1-4-1,Yaşar Kemal Uğurlu,Match Report,,10.0,6.0,,0,0,2021,Besiktas,,
34,2021-04-16,19:00,Süper Lig,Matchweek 35,Fri,Home,D,2,2,Ankaragücü,63.0,,Atiba Hutchinson,4-2-3-1,Halis Özkahya,Match Report,,9.0,3.0,,0,1,2021,Besiktas,,
35,2021-04-20,19:00,Süper Lig,Matchweek 36,Tue,Away,D,0,0,Sivasspor,67.0,,Atiba Hutchinson,4-1-4-1,Fırat Aydınus,Match Report,,7.0,3.0,,0,0,2021,Besiktas,,
36,2021-04-24,20:30,Süper Lig,Matchweek 37,Sat,Home,W,3,1,Kayserispor,64.0,,Necip Uysal,4-1-4-1,Cüneyt Çakιr,Match Report,,19.0,7.0,,1,1,2021,Besiktas,,
37,2021-04-28,20:30,Süper Lig,Matchweek 38,Wed,Away,W,3,2,Rizespor,54.0,,Atiba Hutchinson,4-1-4-1,Abdulkadir Bitigen,Match Report,,16.0,9.0,,0,0,2021,Besiktas,,
38,2021-05-01,20:30,Süper Lig,Matchweek 39,Sat,Home,W,7,0,Hatayspor,61.0,,Domagoj Vida,4-1-4-1,Ali Palabıyık,Match Report,,17.0,13.0,,0,0,2021,Besiktas,,
39,2021-05-08,20:30,Süper Lig,Matchweek 40,Sat,Away,L,1,3,Galatasaray,60.0,,Atiba Hutchinson,4-1-4-1,Cüneyt Çakιr,Match Report,,7.0,2.0,,1,1,2021,Besiktas,,
40,2021-05-11,20:30,Süper Lig,Matchweek 41,Tue,Home,L,1,2,Fatih Karagümrük,53.0,,Necip Uysal,4-2-3-1,Ali Palabıyık,Match Report,,17.0,5.0,,0,0,2021,Besiktas,,
41,2021-05-15,20:30,Süper Lig,Matchweek 42,Sat,Away,W,2,1,Göztepe,60.0,,Atiba Hutchinson,4-1-4-1,Fırat Aydınus,Match Report,,14.0,3.0,,1,1,2021,Besiktas,,
0,2020-09-12,20:00,Süper Lig,Matchweek 1,Sat,Home,W,3,1,Gaziantep FK,60.0,,Arda Turan,4-1-4-1,Bahattin Şimşek,Match Report,,23.0,12.0,,1,1,2021,Galatasaray,,
2,2020-09-20,19:00,Süper Lig,Matchweek 2,Sun,Away,W,2,0,Başakşehir,43.0,,Arda Turan,4-1-4-1,Atilla Karaoğlan,Match Report,,12.0,6.0,,1,1,2021,Galatasaray,,
4,2020-09-27,19:00,Süper Lig,Matchweek 3,Sun,Home,D,0,0,Fenerbahçe,59.0,,Arda Turan,4-1-4-1,Ali Palabıyık,Match Report,,9.0,6.0,,0,0,2021,Galatasaray,,
6,2020-10-04,19:00,Süper Lig,Matchweek 4,Sun,Away,L,0,1,Kasımpaşa,59.0,,Arda Turan,4-1-4-1,Cüneyt Çakιr,Match Report,,13.0,4.0,,0,0,2021,Galatasaray,,
7,2020-10-19,20:00,Süper Lig,Matchweek 5,Mon,Home,L,1,2,Alanyaspor,42.0,,Martin Linnes,4-2-3-1,Tugay Kaan Numanoğlu,Match Report,,10.0,7.0,,1,1,2021,Galatasaray,,
8,2020-10-24,19:00,Süper Lig,Matchweek 6,Sat,Away,W,2,1,Erzurum BB,55.0,,Younès Belhanda,4-1-4-1,Arda Kardeşler,Match Report,,13.0,4.0,,0,0,2021,Galatasaray,,
9,2020-10-31,19:00,Süper Lig,Matchweek 7,Sat,Home,W,1,0,Ankaragücü,62.0,,Ömer Bayram,4-1-4-1,Ali Şansalan,Match Report,,13.0,3.0,,0,0,2021,Galatasaray,,
10,2020-11-08,19:00,Süper Lig,Matchweek 8,Sun,Away,W,2,1,Sivasspor,57.0,,Arda Turan,4-1-4-1,Abdulkadir Bitigen,Match Report,,8.0,3.0,,0,0,2021,Galatasaray,,
11,2020-11-23,19:30,Süper Lig,Matchweek 9,Mon,Home,D,1,1,Kayserispor,72.0,,Ryan Donk,4-1-4-1,Turgut Doman,Match Report,,27.0,12.0,,1,1,2021,Galatasaray,,
12,2020-11-28,19:00,Süper Lig,Matchweek 10,Sat,Away,W,4,0,Rizespor,55.0,,Ryan Donk,4-1-4-1,Atilla Karaoğlan,Match Report,,23.0,11.0,,1,1,2021,Galatasaray,,
13,2020-12-05,19:00,Süper Lig,Matchweek 11,Sat,Home,W,3,0,Hatayspor,61.0,,Ryan Donk,4-1-4-1,Erkan Özdamar,Match Report,,12.0,4.0,,0,0,2021,Galatasaray,,
14,2020-12-18,19:00,Süper Lig,Matchweek 13,Fri,Away,L,1,2,Fatih Karagümrük,60.0,,Ryan Donk,4-1-4-1,Mustafa Öğretmenoğlu,Match Report,,15.0,1.0,,1,1,2021,Galatasaray,,
15,2020-12-22,19:00,Süper Lig,Matchweek 14,Tue,Home,W,3,1,Göztepe,61.0,,Arda Turan,4-1-4-1,Mete Kalkavan,Match Report,,15.0,8.0,,0,0,2021,Galatasaray,,
16,2020-12-26,19:00,Süper Lig,Matchweek 15,Sat,Away,W,2,0,Trabzonspor,53.0,,Arda Turan,4-1-4-1,Halil Umut Meler,Match Report,,9.0,5.0,,0,0,2021,Galatasaray,,
17,2021-01-02,19:00,Süper Lig,Matchweek 16,Sat,Home,D,0,0,Antalyaspor,66.0,,Arda Turan,4-1-4-1,Abdulkadir Bitigen,Match Report,,15.0,7.0,,0,0,2021,Galatasaray,,
18,2021-01-05,19:00,Süper Lig,Matchweek 17,Tue,Away,L,3,4,Konyaspor,57.0,,Ryan Donk,4-1-4-1,Arda Kardeşler,Match Report,,18.0,5.0,,1,1,2021,Galatasaray,,
19,2021-01-09,19:00,Süper Lig,Matchweek 18,Sat,Home,W,6,0,Gençlerbirliği,59.0,,Arda Turan,4-1-4-1,Halis Özkahya,Match Report,,16.0,9.0,,1,1,2021,Galatasaray,,
20,2021-01-17,19:00,Süper Lig,Matchweek 19,Sun,Away,L,0,2,Beşiktaş,41.0,,Arda Turan,4-1-4-1,Cüneyt Çakιr,Match Report,,9.0,3.0,,0,0,2021,Galatasaray,,
21,2021-01-20,19:00,Süper Lig,Matchweek 20,Wed,Home,W,6,1,Denizlispor,53.0,,Fernando Muslera,4-1-4-1,Suat Arslanboga,Match Report,,14.0,10.0,,0,0,2021,Galatasaray,,
22,2021-01-24,16:00,Süper Lig,Matchweek 21,Sun,Away,W,1,0,Yeni Mal'spor,66.0,,Fernando Muslera,4-1-4-1,Ali Palabıyık,Match Report,,10.0,4.0,,0,0,2021,Galatasaray,,
23,2021-01-29,19:00,Süper Lig,Matchweek 22,Fri,Away,W,2,1,Gaziantep FK,53.0,,Fernando Muslera,4-3-3,Mete Kalkavan,Match Report,,6.0,6.0,,0,0,2021,Galatasaray,,
24,2021-02-02,19:00,Süper Lig,Matchweek 23,Tue,Home,W,3,0,Başakşehir,55.0,,Fernando Muslera,4-1-4-1,Arda Kardeşler,Match Report,,11.0,5.0,,1,1,2021,Galatasaray,,
25,2021-02-06,19:00,Süper Lig,Matchweek 24,Sat,Away,W,1,0,Fenerbahçe,51.0,,Fernando Muslera,4-1-4-1,Cüneyt Çakιr,Match Report,,9.0,2.0,,0,0,2021,Galatasaray,,
26,2021-02-14,16:00,Süper Lig,Matchweek 25,Sun,Home,W,2,1,Kasımpaşa,52.0,,Fernando Muslera,4-1-4-1,Erkan Özdamar,Match Report,,15.0,10.0,,1,1,2021,Galatasaray,,
27,2021-02-20,19:00,Süper Lig,Matchweek 26,Sat,Away,W,1,0,Alanyaspor,28.0,,Fernando Muslera,4-1-4-1,Zorbay Küçük,Match Report,,8.0,1.0,,0,0,2021,Galatasaray,,
28,2021-02-27,19:00,Süper Lig,Matchweek 27,Sat,Home,W,2,0,Erzurum BB,66.0,,Fernando Muslera,4-1-4-1,Mete Kalkavan,Match Report,,10.0,4.0,,0,0,2021,Galatasaray,,
29,2021-03-03,19:00,Süper Lig,Matchweek 28,Wed,Away,L,1,2,Ankaragücü,67.0,,Fernando Muslera,4-1-4-1,Halil Umut Meler,Match Report,,8.0,4.0,,0,0,2021,Galatasaray,,
30,2021-03-07,19:00,Süper Lig,Matchweek 29,Sun,Home,D,2,2,Sivasspor,66.0,,Fernando Muslera,4-1-4-1,Ali Şansalan,Match Report,,17.0,7.0,,1,1,2021,Galatasaray,,
31,2021-03-13,19:00,Süper Lig,Matchweek 30,Sat,Away,W,3,0,Kayserispor,63.0,,Fernando Muslera,4-1-3-2,Halis Özkahya,Match Report,,18.0,7.0,,0,0,2021,Galatasaray,,
32,2021-03-19,19:00,Süper Lig,Matchweek 31,Fri,Home,L,3,4,Rizespor,62.0,,Fernando Muslera,4-1-3-2,Volkan Bayarslan,Match Report,,10.0,6.0,,0,0,2021,Galatasaray,,
33,2021-04-03,19:00,Süper Lig,Matchweek 32,Sat,Away,L,0,3,Hatayspor,63.0,,Fernando Muslera,4-1-4-1,Abdulkadir Bitigen,Match Report,,12.0,4.0,,0,0,2021,Galatasaray,,
34,2021-04-10,19:00,Süper Lig,Matchweek 34,Sat,Home,D,1,1,Fatih Karagümrük,47.0,,Fernando Muslera,4-1-4-1,Ali Palabıyık,Match Report,,17.0,4.0,,0,0,2021,Galatasaray,,
35,2021-04-17,19:00,Süper Lig,Matchweek 35,Sat,Away,W,3,1,Göztepe,58.0,,Fernando Muslera,4-1-4-1,Fırat Aydınus,Match Report,,14.0,6.0,,1,1,2021,Galatasaray,,
36,2021-04-21,19:00,Süper Lig,Matchweek 36,Wed,Home,D,1,1,Trabzonspor,53.0,,Fernando Muslera,4-1-4-1,Mete Kalkavan,Match Report,,15.0,4.0,,0,0,2021,Galatasaray,,
37,2021-04-24,20:30,Süper Lig,Matchweek 37,Sat,Away,W,1,0,Antalyaspor,74.0,,Fernando Muslera,4-1-4-1,Mete Kalkavan,Match Report,,22.0,8.0,,0,0,2021,Galatasaray,,
38,2021-04-28,20:30,Süper Lig,Matchweek 38,Wed,Home,W,1,0,Konyaspor,69.0,,Fernando Muslera,4-1-4-1,Cüneyt Çakιr,Match Report,,16.0,6.0,,0,0,2021,Galatasaray,,
39,2021-05-02,20:30,Süper Lig,Matchweek 39,Sun,Away,W,2,0,Gençlerbirliği,64.0,,Fernando Muslera,4-1-4-1,Halis Özkahya,Match Report,,22.0,10.0,,0,0,2021,Galatasaray,,
40,2021-05-08,20:30,Süper Lig,Matchweek 40,Sat,Home,W,3,1,Beşiktaş,40.0,,Fernando Muslera,4-1-4-1,Cüneyt Çakιr,Match Report,,9.0,5.0,,1,1,2021,Galatasaray,,
41,2021-05-11,20:30,Süper Lig,Matchweek 41,Tue,Away,W,4,1,Denizlispor,57.0,,Fernando Muslera,4-1-4-1,Abdulkadir Bitigen,Match Report,,19.0,10.0,,2,3,2021,Galatasaray,,
42,2021-05-15,20:30,Süper Lig,Matchweek 42,Sat,Home,W,3,1,Yeni Mal'spor,68.0,,Fernando Muslera,4-1-4-1,Cüneyt Çakιr,Match Report,,33.0,10.0,,0,0,2021,Galatasaray,,
0,2020-09-11,20:00,Süper Lig,Matchweek 1,Fri,Away,W,2,1,Rizespor,51.0,,Gökhan Gönül,4-2-3-1,Arda Kardeşler,Match Report,,18.0,8.0,,1,2,2021,Fenerbahce,,
1,2020-09-21,20:00,Süper Lig,Matchweek 2,Mon,Home,D,0,0,Hatayspor,59.0,,Gökhan Gönül,4-2-3-1,Umit Öztürk,Match Report,,12.0,4.0,,0,0,2021,Fenerbahce,,
2,2020-09-27,19:00,Süper Lig,Matchweek 3,Sun,Away,D,0,0,Galatasaray,41.0,,Gökhan Gönül,4-1-4-1,Ali Palabıyık,Match Report,,15.0,1.0,,0,0,2021,Fenerbahce,,
3,2020-10-03,19:00,Süper Lig,Matchweek 4,Sat,Home,W,2,1,Fatih Karagümrük,51.0,,Gökhan Gönül,4-3-3,Yaşar Kemal Uğurlu,Match Report,,8.0,4.0,,0,0,2021,Fenerbahce,,
